id,trigger,conditions,script,text,options,notes
rdsmOfferAsk4,DialogOptionSelected,$option == rdsm_offerAsk4,$player.rdsm_askedEverything = true,"""Vou providenciar a descoberta imediata do núcleo de dados que você deixou para trás por um necrófago desconhecido"", $heOrShe retruca, a paciência quase no fim. ""Obviamente."" ""Chega de conversa. Você está dentro ou fora?""","contact_accept:Aceitar 
contact_decline:Recusar",
,,,,,,
# rdsm planet interactions,,,,,,
rdsmPlanetInteraction,OpenInteractionDialog,"$rdsm_targetPlanet score:1000
Call $global.rdsm_ref updateData","ShowDefaultVisual
FireBest rdsmplanetInteraction",,,
rdsmPrintHostilesText,RDSMadjustOptions,HostileFleetNearbyAndAware,"SetEnabled mktRaidNonMarket false
SetEnabled rdsm_get false","Uma frota hostil próxima está rastreando seus movimentos, impossibilitando uma operação terrestre.",,
rdsmNotEnoughSuppliesForDistraction,RDSMadjustOptions,$player.supplies < 10,"SetEnabled rdsm_getAvoidCombat false
SetTooltip rdsm_getAvoidCombat ""Requires 10 supplies. You have $player.supplies supplies.""
SetTooltipHighlights rdsm_getAvoidCombat 10 $player.supplies
SetTooltipHighlightColors rdsm_getAvoidCombat highlight bad",,,
rdsmStandardPlanetInteraction,rdsmplanetInteraction,,"SetShortcut defaultLeave ""ESCAPE""
FireBest RDSMadjustOptions","Seu oficial de sensores relata que uma varredura de alta potência das coordenadas fornecidas mostra que $rdsm_megacorpName $rdsm_target está abandonado há muito tempo, mas parece estar em relativamente bom estado.","rdsm_get:Envie uma equipe para recuperar os dados 
defaultLeave:Leave",
rdsmDecivInteractionRaid,rdsmplanetInteraction,$rdsm_variation == DECIV score:1000,FireBest rdsmraidBegin,"Seu oficial de sensores relata que uma varredura de alta potência das coordenadas fornecidas mostra que $rdsm_megacorpName $rdsm_target está abandonado há muito tempo, mas parece relativamente intacto. No entanto, há também uma nave recém-incendiada em um complexo de pouso próximo. No caminho de aproximação óbvio está a cicatriz de um campo de destroços, aparentemente criado pelo impacto de baixa velocidade de um segundo ônibus espacial. Ruínas próximas mostram sinais de algum bombardeio orbital leve, provavelmente retaliatório. Parece que um catador levemente equipado tentou esta operação uma vez e foi pego de surpresa pelos decivs locais. Seu oficial de sensores coordena varreduras direcionadas com o Tactical para estimar as capacidades de combate hostil.",,
rdsmDecivInteractionRaidOptions,rdsmraidBegin,,"ShowDefaultVisual
$raidDifficulty = $rdsm_raidDifficulty
$raidGoBackTrigger = rdsmraidBegin
$raidRestrictToTrigger = rdsmraidFinished 0
AddRaidObjective rdsm ""Retrieve the data from the $rdsm_target"" LOW 5000 rdsmraidFinished true
SetShortcut defaultLeave ""ESCAPE""
SetStoryOption rdsm_getAvoidCombat 1 rdsm_avoidCombat general ""Created a distraction to swap the datacore without bloodshed""
FireAll RDSMadjustOptions",,"mktRaidNonMarket:Considere uma operação terrestre para recuperar os dados 
rdsm_getAvoidCombat:Deixe 10 unidades de suprimentos em um local próximo para distrair os moradores locais 
defaultLeave:Sair",
rdsmFinishedRaid,rdsmraidFinished,,"$global.rdsm_gotData = true
AddTextSmall ""Acquired $rdsm_megacorpName datacore"" highlight
Call $global.rdsm_ref updateStage
ShowImageVisual salvor_ruins",Seus fuzileiros navais fornecem segurança enquanto uma pequena equipe de salvamento acessa cuidadosamente o $rdsm_megacorpName $rdsm_target e troca o núcleo de dados especificado.,rdsm_gotTheCore:Continuar,
rdsmPlanetGetData,DialogOptionSelected,$option == rdsm_get,"$global.rdsm_gotData = true
Call $global.rdsm_ref updateStage
ShowImageVisual salvor_ruins
FireAll PopulateOptions","Você ordena a implantação de uma pequena equipe de resgate. Sob a supervisão do seu chefe de operações, eles acessam o $rdsm_target e trocam o novo datacore pelo antigo.",rdsm_gotTheCore:Continuar,
rdsmPlanetGetDataDistraction,DialogOptionSelected,$option == rdsm_getAvoidCombat,AddRemoveCommodity supplies -10,"Você encomenda algumas caixas de carga carregadas com suprimentos e depois equipadas com faróis de emergência de rádio visual e áudio e foguetes de pouso descartáveis. É um truque antigo ao lidar com decivs, mas geralmente funciona. Quer aceitem os fornecimentos como pagamento, suborno ou simplesmente bens de tecnologia relativamente alta num ambiente em grande parte isolado do comércio interestelar, o valor destas caixas é literalmente astronómico. Você observa um aglomerado de caixotes encolher até virar manchas e depois desaparecer na face de $name.",rdsm_getAvoidCombat1:Continuar,
rdsmPlanetGetDataDistraction1,DialogOptionSelected,$option == rdsm_getAvoidCombat1,ShowImageVisual salvor_ruins,"""A telemetria de queda lê um contato de superfície bem-sucedido"", relata o oficial de sensores, que toca no console e depois murmura algo em outro canal de comunicação. ""Confirmado por $shipOrFleet instrumentos."" O reconhecimento de sinais táticos e depois diz ""Missão concluída"". As naves de pouso brilham com uma explosão de propulsão e depois caem em formação silenciosa em direção à superfície. A queda da carga ocorreu perto o suficiente da zona-alvo para distrair qualquer deciv presente, mas longe o suficiente - esperançosamente - para afastar ou afastar qualquer resistência ativa. Em poucos minutos, os ônibus espaciais relatam um pouso desimpedido. As tripulações do Salvor se posicionam imediatamente através da nuvem de poeira, apenas levemente armadas para garantir a velocidade operacional máxima.",rdsm_getAvoidCombat2:Continuar,
rdsmPlanetGetDataDistraction2,DialogOptionSelected,$option == rdsm_getAvoidCombat2,"$global.rdsm_gotData = true
AddTextSmall ""Acquired $rdsm_megacorpName datacore"" highlight
Call $global.rdsm_ref updateStage","pequena equipe de salvamento acessa $rdsm_megacorpName $rdsm_target, cortando fechaduras seladas e explodindo pontos fracos conforme necessário. O trabalho deles é desleixado, até mesmo grosseiro, comparado aos padrões habituais do seu chefe de operações - intencionalmente. A evidência física da intrusão de suas tripulações deve parecer ser o trabalho de pilhagem aleatória dos decisores locais, em vez de um trabalho direcionado. Objetivo encontrado, seus salvadores trocam o núcleo de dados especificado e instalam o falso. Eles criam cuidadosamente a aparência de adulteração aleatória, saqueando alguns componentes modulares e de interface óbvios que seriam de interesse para os decivs cortados e, em seguida, refazendo o pó da cena. Da órbita, seu oficial de sensores detecta movimento em terreno próximo; moradores armados. Os salvadores realizam uma evacuação rápida antes que possam trazer armas pesadas e, além de algumas queimaduras de armas de energia leve no revestimento da nave, não há nenhum dano causado.",rdsm_gotTheCore:Continuar,
rdsmGotTheCore,DialogOptionSelected,$option == rdsm_gotTheCore,FireAll PopulateOptions,,,
#rdsmPlanetGargoyleMaybe,RDSMgargoyleCheck,"#$global.gaKA_completed TODO
#$player.rdsm_askedEverything",,"$rdsm_contactName não pareceu totalmente acessível, apesar, ou talvez por causa, da longa justificativa para esta ação. Você pensa por um momento se conhece alguém que possa esclarecer o conteúdo de um datacore. Alguém que possa gostar do desafio; alguém que pode se distrair de suas travessuras habituais se for apresentado a um quebra-cabeça interessante...",,# TODO ... but not yet.
# rdsm return to contact,,,,,,
rdsmreturnToContact,PopulateOptions,"$rdsm_contact
Call $global.rdsm_ref updateData
$rdsm_stage == RETURN",,,"rdsm_returnToContact2:""Tenho o datacore $rdsm_megacorpName para você.""",
rdsmreturnToContact2,DialogOptionSelected,$option == rdsm_returnToContact2,"$global.rdsm_returnedData = true 0
AddTextSmall ""Transferred datacore"" highlight
Call $global.rdsm_ref updateStage
FireAll PopulateOptions","Os olhos de $PersonName se iluminam. ""Excelente trabalho, capitão!"" Você dá ordens para entrega do núcleo enquanto $heOrShe transfere sua recompensa para você.",,
,,,,,,
# RSOM - Raid Secret Outpost Mission,,,,,,# special underworld contact mission
RSOMblurb,rsom_blurb,,,"""Um rival estabeleceu um posto avançado secreto para movimentar uma grande quantidade de $rsom_product. Gostaria que você arruinasse os planos deles para mim.""",,
RSOMofferOption,rsom_option,,,,rsom_start:Pergunte sobre a destruição do posto avançado secreto do rival $hisOrHer,
RSOMofferTextContact,DialogOptionSelected,$option == rsom_start,"$missionId = rsom
SetTextHighlights $rsom_planetName $rsom_systemName $rsom_dist $rsom_marinesReq
Call $global.rsom_ref showMap ""Target: $rsom_planetName""","""Você conquistou um pouco da minha confiança"", diz $heOrShe. ""Eu pediria que você me ajudasse a enviar uma"", $heOrShe ri, ""uma mensagem muito importante."" ""Um dos meus rivais estabeleceu um ponto de parada, um posto avançado secreto, no planeta $rsom_planetName no $rsom_systemName, que fica a 5 anos-luz de distância. Eles esconderam muitos $rsom_product lá, aguardando transporte. Eu' Não tenho certeza de onde eles conseguiram tudo, talvez um esconderijo antigo ou um ponto de trânsito de algum outro fornecedor. O que eu sei"", $heOrShe rosna, ""é que eles estão reduzindo drasticamente os preços que todos nós trabalhamos para isso. difícil manter em níveis sustentáveis."" ""Invada o posto avançado. Saqueie o $rsom_product. Venda o saque em qualquer mercado negro que você quiser - pela taxa de mercado. Será o seu pagamento."" ""Minha fonte sugere que o posto avançado será pouco defendido. 9 fuzileiros navais devem ser suficientes para neutralizar a proteção.""","rsom_offerAsk2:""Alguma frota hostil a ser observada? Baterias terrestres?"" 
contact_decline:Declínio",
RSOMofferTextContact2,DialogOptionSelected,$option == rsom_offerAsk2,,"""Meu rival só se interessa por naves estelares, então não há muito com que se preocupar. Mas, sim, existem baterias escondidas. Elas podem não parar uma frota de guerra adequada, mas são um inconveniente."" ""Minha, ah, fonte dessa informação foi 'convencida' a fornecer códigos que você usará para contornar o IFF."" Um sorriso lento e cheio de dentes surge no rosto de $hisOrHer. ""Use os códigos deles. Eles vão pensar que você está fazendo uma coleta quando você derrubar as portas de carga do ônibus espacial e os fuzileiros navais atirarem nos idiotas desavisados."" $HeOrShe fica com um olhar distante e satisfeito enquanto $heOrShe imagina o massacre.","rsom_offerAskSource1:""E você confia nisso, ah, fonte?"" 
rsom_fakeAccept:Aceitar 
contact_decline:Recusar",
RSOMofferAsk1,DialogOptionSelected,$option == rsom_offerAskSource1,,"A expressão $HisOrHer esfria. ""Confio nos meus métodos, capitão"", diz $heOrShe. ""Você pode confiar em mim, como fez no passado. Você será recompensado. Assim como foi no passado.""","rsom_offerAskSource2:""Não se trata de confiança, trata-se das mentiras que uma 'fonte' pode fornecer. Pode ser uma armadilha."" 
rsom_fakeAccept:Aceitar 
contact_decline:Recusar",
RSOMofferAsk2,DialogOptionSelected,$option == rsom_offerAskSource2,,"""Então recuse minha oferta generosa"", diz $post, irritado. ""Se você tem medo de um pequeno risco, encontrarei alguém que esteja à altura do trabalho.""","rsom_fakeAccept:Aceitar 
contact_decline:Recusar",
RSOMfakeAccept,DialogOptionSelected,$option == rsom_fakeAccept,"AddTextSmall ""Received IFF codes for rival smuggler's outpost"" highlight
$option = contact_accept 0
FireBest DialogOptionSelected",,,
,,,,,,
# RSOM planet interactions,,,,,,
#rsomPlanetInteraction,OpenInteractionDialog,"$rsom_targetPlanet score:1000
Call $global.rsom_ref updateData","ShowDefaultVisual
FireAll rsomPlanetInteraction",,,
rsomPlanetInteraction,PopulateOptions,"$rsom_targetPlanet score:1000
Call $global.rsom_ref updateData",FireAll rsomPlanetInteraction,,,
rsomStandardPlanetInteraction,rsomPlanetInteraction,!$global.rsom_raidedOutpost,"SetShortcut defaultLeave ""ESCAPE""
FireBest RSOMadjustOptions","planeta abaixo parece não ter assentamentos ou transmissões de comunicações abertas. Você pede ao seu oficial de comunicação para fazer uma ampla transmissão dos códigos IFF e um simples ping de aprovação é retornado. A fonte do ping é um afloramento com vista para um planalto de aparência plausivelmente natural. Você não poderia desejar um local mais perfeito para pousar uma nave auxiliar, nem um local mais exposto a posições de armas que estariam escondidas nas falésias circundantes.",,
rsomRaidOptions,rsomPlanetInteraction,!$global.rsom_raidedOutpost,"ShowDefaultVisual
$raidDifficulty = $rsom_raidDifficulty
$raidGoBackTrigger = rsomPlanetInteraction
$raidContinueTrigger = rsomRaidFinished2 0
$raidRestrictToTrigger = rsomRaidFinished 0
AddRaidObjective smuggledPlunder ""Plunder the outpost"" LOW 5000 rsomRaidFinished true
SetShortcut defaultLeave ""ESCAPE""
SetStoryOption rsom_getAvoidCombat 1 rsom_avoidCombat general ""Talked your way into, and out of, a secret smuggler's outpost and took all their cargo""
FireAll RSOMadjustOptions",,"mktRaidNonMarket:Faça os preparativos para um ataque 
rsom_getAvoidCombat:Fale para entrar e sair do posto avançado secreto 
defaultLeave:Sair",
rsomPrintHostilesText,RSOMadjustOptions,HostileFleetNearbyAndAware,"SetEnabled mktRaidNonMarket false
SetEnabled rsom_get false","Uma frota hostil próxima está rastreando seus movimentos, impossibilitando uma operação terrestre.",,
rsomFinishedRaid,rsomRaidFinished,,"$global.rsom_raidedOutpost = true
ShowImageVisual raid_valuables_result","Uma série de ônibus é lançada, armada levemente o suficiente para mostrar respeito aos contrabandistas, mas sem ser visível externamente. O que parece ser uma equipe de logística heterogênea com guardas simbólicos se aproxima das portas blindadas da base oculta, transportando suas ferramentas básicas de movimentação de carga: elevadores robóticos e paletes equipados com gravidade, o de sempre. Ao entrar, ao sinal, disparos de armas irrompem de todo o grupo. Tanques de ar falso escondem armas leves e tubos antiblindados de tiro único; os cestos utilitários estão cheios de granadas e drones de assalto em miniatura. Todos são libertados em poucos segundos de violência cegante que apanha os contrabandistas completamente desprevenidos. Após o choque inicial, vem a rotina, e seus fuzileiros navais pagam pela falta de armadura pesada enquanto enfrentam torres automáticas embutidas e não mais do que alguns criminosos fortemente armados escondidos nos túneis de minhoca que serpenteiam através e ao redor da pedra podre.",,
rsomDidRaidOutro,rsomRaidFinished2,,"AddTextSmall ""Plundered outpost"" highlight
AddCommodity $rsom_productID $rsom_quantity
Call $global.rsom_ref updateStage
FireAll PopulateOptions
ShowDefaultVisual","Foi o maldito trabalho que seu contato $rsom_contactName tinha em mente. Uma demonstração tão chocante de incompetência certamente causará um abalo em qualquer empreendimento criminoso em que este grupo esteja - ou melhor, esteve - envolvido. E agora você tem um estoque cheio de $rsom_product quente para descarregar.",,
